{'sequence': 'TypeDeclaration_ValueRangeRecord ClassDeclaration_ValueRangeRecord ReferenceType_BitField ReferenceType_BitField ReferenceType_BitField ReferenceType_BitField ReferenceType_BitField ReferenceType_BitField ReferenceType_BitField ReferenceType_BitField ReferenceType_BitField ReferenceType_BitField ReferenceType_BitField ReferenceType_BitField ReferenceType_BitField ReferenceType_BitField ReferenceType_BitField ReferenceType_BitField ReferenceType_BitField ReferenceType_BitField statementexpression statementexpression MethodDeclaration_validateSid ifstatement blockstatement throwstatement ReferenceType_RecordFormatException MethodDeclaration_fillFields statementexpression MethodInvocation_getDouble statementexpression MethodInvocation_getDouble statementexpression MethodInvocation_getDouble statementexpression MethodInvocation_getDouble statementexpression MethodInvocation_getDouble statementexpression MethodInvocation_getShort MethodDeclaration_toString ReferenceType_String ReferenceType_StringBuffer ReferenceType_StringBuffer statementexpression MethodInvocation_append statementexpression MethodInvocation_append MethodInvocation_append MethodInvocation_append MethodInvocation_getMinimumAxisValue MethodInvocation_append statementexpression MethodInvocation_append MethodInvocation_getProperty statementexpression MethodInvocation_append MethodInvocation_append MethodInvocation_append MethodInvocation_getMaximumAxisValue MethodInvocation_append statementexpression MethodInvocation_append MethodInvocation_getProperty statementexpression MethodInvocation_append MethodInvocation_append MethodInvocation_append MethodInvocation_getMajorIncrement MethodInvocation_append statementexpression MethodInvocation_append MethodInvocation_getProperty statementexpression MethodInvocation_append MethodInvocation_append MethodInvocation_append MethodInvocation_getMinorIncrement MethodInvocation_append statementexpression MethodInvocation_append MethodInvocation_getProperty statementexpression MethodInvocation_append MethodInvocation_append MethodInvocation_append MethodInvocation_getCategoryAxisCross MethodInvocation_append statementexpression MethodInvocation_append MethodInvocation_getProperty statementexpression MethodInvocation_append MethodInvocation_append MethodInvocation_append MethodInvocation_toHex MethodInvocation_getOptions MethodInvocation_append MethodInvocation_append MethodInvocation_getOptions MethodInvocation_append statementexpression MethodInvocation_append MethodInvocation_getProperty statementexpression MethodInvocation_append MethodInvocation_append MethodInvocation_isAutomaticMinimum MethodInvocation_append statementexpression MethodInvocation_append MethodInvocation_append MethodInvocation_isAutomaticMaximum MethodInvocation_append statementexpression MethodInvocation_append MethodInvocation_append MethodInvocation_isAutomaticMajor MethodInvocation_append statementexpression MethodInvocation_append MethodInvocation_append MethodInvocation_isAutomaticMinor MethodInvocation_append statementexpression MethodInvocation_append MethodInvocation_append MethodInvocation_isAutomaticCategoryCrossing MethodInvocation_append statementexpression MethodInvocation_append MethodInvocation_append MethodInvocation_isLogarithmicScale MethodInvocation_append statementexpression MethodInvocation_append MethodInvocation_append MethodInvocation_isValuesInReverse MethodInvocation_append statementexpression MethodInvocation_append MethodInvocation_append MethodInvocation_isCrossCategoryAxisAtMaximum MethodInvocation_append statementexpression MethodInvocation_append MethodInvocation_append MethodInvocation_isReserved MethodInvocation_append statementexpression MethodInvocation_append returnstatement MethodInvocation_toString MethodDeclaration_serialize statementexpression MethodInvocation_putShort statementexpression MethodInvocation_putShort MethodInvocation_getRecordSize statementexpression MethodInvocation_putDouble statementexpression MethodInvocation_putDouble statementexpression MethodInvocation_putDouble statementexpression MethodInvocation_putDouble statementexpression MethodInvocation_putDouble statementexpression MethodInvocation_putShort returnstatement MethodInvocation_getRecordSize MethodDeclaration_getRecordSize returnstatement MethodDeclaration_getSid returnstatement MethodDeclaration_clone ReferenceType_Object ReferenceType_ValueRangeRecord ReferenceType_ValueRangeRecord statementexpression statementexpression statementexpression statementexpression statementexpression statementexpression returnstatement MethodDeclaration_getMinimumAxisValue returnstatement MethodDeclaration_setMinimumAxisValue statementexpression MethodDeclaration_getMaximumAxisValue returnstatement MethodDeclaration_setMaximumAxisValue statementexpression MethodDeclaration_getMajorIncrement returnstatement MethodDeclaration_setMajorIncrement statementexpression MethodDeclaration_getMinorIncrement returnstatement MethodDeclaration_setMinorIncrement statementexpression MethodDeclaration_getCategoryAxisCross returnstatement MethodDeclaration_setCategoryAxisCross statementexpression MethodDeclaration_getOptions returnstatement MethodDeclaration_setOptions statementexpression MethodDeclaration_setAutomaticMinimum statementexpression MethodInvocation_setShortBoolean MethodDeclaration_isAutomaticMinimum returnstatement MethodInvocation_isSet MethodDeclaration_setAutomaticMaximum statementexpression MethodInvocation_setShortBoolean MethodDeclaration_isAutomaticMaximum returnstatement MethodInvocation_isSet MethodDeclaration_setAutomaticMajor statementexpression MethodInvocation_setShortBoolean MethodDeclaration_isAutomaticMajor returnstatement MethodInvocation_isSet MethodDeclaration_setAutomaticMinor statementexpression MethodInvocation_setShortBoolean MethodDeclaration_isAutomaticMinor returnstatement MethodInvocation_isSet MethodDeclaration_setAutomaticCategoryCrossing statementexpression MethodInvocation_setShortBoolean MethodDeclaration_isAutomaticCategoryCrossing returnstatement MethodInvocation_isSet MethodDeclaration_setLogarithmicScale statementexpression MethodInvocation_setShortBoolean MethodDeclaration_isLogarithmicScale returnstatement MethodInvocation_isSet MethodDeclaration_setValuesInReverse statementexpression MethodInvocation_setShortBoolean MethodDeclaration_isValuesInReverse returnstatement MethodInvocation_isSet MethodDeclaration_setCrossCategoryAxisAtMaximum statementexpression MethodInvocation_setShortBoolean MethodDeclaration_isCrossCategoryAxisAtMaximum returnstatement MethodInvocation_isSet MethodDeclaration_setReserved statementexpression MethodInvocation_setShortBoolean MethodDeclaration_isReserved returnstatement MethodInvocation_isSet ReferenceType_Record', 'bug': '1'}
{'sequence': 'TypeDeclaration_EscherRecord ClassDeclaration_EscherRecord MethodDeclaration_fillFields ReferenceType_EscherRecordFactory returnstatement MethodInvocation_fillFields MethodDeclaration_fillFields ReferenceType_EscherRecordFactory MethodDeclaration_readHeader ReferenceType_EscherRecordHeader MethodInvocation_readHeader statementexpression MethodInvocation_getOptions statementexpression MethodInvocation_getRecordId returnstatement MethodInvocation_getRemainingBytes MethodDeclaration_isContainerRecord returnstatement MethodDeclaration_getOptions returnstatement MethodDeclaration_setOptions statementexpression MethodDeclaration_serialize MethodInvocation_getRecordSize statementexpression MethodInvocation_serialize returnstatement MethodDeclaration_serialize returnstatement MethodInvocation_serialize ReferenceType_NullEscherSerializationListener MethodDeclaration_serialize ReferenceType_EscherSerializationListener MethodDeclaration_getRecordSize MethodDeclaration_getRecordId returnstatement MethodDeclaration_setRecordId statementexpression MethodDeclaration_getChildRecords ReferenceType_List returnstatement MethodDeclaration_setChildRecords ReferenceType_List throwstatement ReferenceType_IllegalArgumentException MethodDeclaration_clone ReferenceType_Object throwstatement ReferenceType_RuntimeException MethodInvocation_getClass MethodInvocation_getName MethodDeclaration_getChild ReferenceType_EscherRecord returnstatement ReferenceType_EscherRecord MethodInvocation_getChildRecords MethodInvocation_get MethodDeclaration_display ReferenceType_PrintWriter forstatement forcontrol statementexpression MethodInvocation_print statementexpression MethodInvocation_println MethodInvocation_getRecordName MethodDeclaration_getRecordName ReferenceType_String MethodDeclaration_getInstance returnstatement TypeDeclaration_EscherRecordHeader ClassDeclaration_EscherRecordHeader MethodDeclaration_readHeader ReferenceType_EscherRecordHeader ReferenceType_EscherRecordHeader ReferenceType_EscherRecordHeader statementexpression MethodInvocation_getShort statementexpression MethodInvocation_getShort statementexpression MethodInvocation_getInt returnstatement MethodDeclaration_getOptions returnstatement MethodDeclaration_getRecordId returnstatement MethodDeclaration_getRemainingBytes returnstatement MethodDeclaration_toString ReferenceType_String returnstatement', 'bug': '0'}
{'sequence': 'TypeDeclaration_HSSFRow ClassDeclaration_HSSFRow ReferenceType_HashMap ReferenceType_RowRecord ReferenceType_Workbook ReferenceType_Sheet ReferenceType_Workbook ReferenceType_Sheet statementexpression statementexpression ReferenceType_HashMap statementexpression statementexpression statementexpression ReferenceType_RowRecord statementexpression MethodInvocation_setOptionFlags statementexpression MethodInvocation_setHeight statementexpression MethodInvocation_setLastCol statementexpression MethodInvocation_setFirstCol statementexpression MethodInvocation_setRowNum ReferenceType_Workbook ReferenceType_Sheet ReferenceType_RowRecord statementexpression ReferenceType_HashMap statementexpression statementexpression statementexpression statementexpression MethodInvocation_setRowNum MethodInvocation_getRowNumber MethodDeclaration_createCell ReferenceType_HSSFCell ReferenceType_HSSFCell ReferenceType_HSSFCell MethodInvocation_getRowNum statementexpression MethodInvocation_addCell statementexpression MethodInvocation_addValueRecord MethodInvocation_getRowNum MethodInvocation_getCellValueRecord returnstatement MethodDeclaration_createCell ReferenceType_HSSFCell ReferenceType_HSSFCell ReferenceType_HSSFCell MethodInvocation_getRowNum statementexpression MethodInvocation_addCell statementexpression MethodInvocation_addValueRecord MethodInvocation_getRowNum MethodInvocation_getCellValueRecord returnstatement MethodDeclaration_removeCell ReferenceType_HSSFCell ReferenceType_CellValueRecordInterface MethodInvocation_getCellValueRecord statementexpression MethodInvocation_removeValueRecord MethodInvocation_getRowNum statementexpression MethodInvocation_remove ReferenceType_Integer MethodInvocation_getCellNum ifstatement MethodInvocation_getCellNum MethodInvocation_getLastCol blockstatement statementexpression MethodInvocation_setLastCol MethodInvocation_findLastCell MethodInvocation_getLastCol ifstatement MethodInvocation_getCellNum MethodInvocation_getFirstCol blockstatement statementexpression MethodInvocation_setFirstCol MethodInvocation_findFirstCell MethodInvocation_getFirstCol MethodDeclaration_createCellFromRecord ReferenceType_HSSFCell ReferenceType_CellValueRecordInterface ReferenceType_HSSFCell ReferenceType_HSSFCell MethodInvocation_getRowNum statementexpression MethodInvocation_addCell returnstatement MethodDeclaration_setRowNum statementexpression ifstatement blockstatement statementexpression MethodInvocation_setRowNumber MethodDeclaration_getRowNum returnstatement MethodDeclaration_addCell ReferenceType_HSSFCell ifstatement MethodInvocation_getFirstCol blockstatement statementexpression MethodInvocation_setFirstCol MethodInvocation_getCellNum ifstatement MethodInvocation_getLastCol blockstatement statementexpression MethodInvocation_setLastCol MethodInvocation_getCellNum statementexpression MethodInvocation_put ReferenceType_Integer MethodInvocation_getCellNum ifstatement MethodInvocation_getCellNum MethodInvocation_getFirstCol blockstatement statementexpression MethodInvocation_setFirstCol MethodInvocation_getCellNum ifstatement MethodInvocation_getCellNum MethodInvocation_getLastCol blockstatement statementexpression MethodInvocation_setLastCol MethodInvocation_getCellNum MethodDeclaration_getCell ReferenceType_HSSFCell returnstatement ReferenceType_HSSFCell MethodInvocation_get ReferenceType_Integer MethodDeclaration_getFirstCellNum ifstatement MethodInvocation_getPhysicalNumberOfCells returnstatement returnstatement MethodInvocation_getFirstCol MethodDeclaration_getLastCellNum ifstatement MethodInvocation_getPhysicalNumberOfCells returnstatement returnstatement MethodInvocation_getLastCol MethodDeclaration_getPhysicalNumberOfCells ifstatement blockstatement returnstatement returnstatement MethodInvocation_size MethodDeclaration_setHeight statementexpression MethodInvocation_setBadFontHeight statementexpression MethodInvocation_setHeight MethodDeclaration_setHeightInPoints statementexpression MethodInvocation_setBadFontHeight statementexpression MethodInvocation_setHeight MethodDeclaration_getHeight returnstatement MethodInvocation_getHeight MethodDeclaration_getHeightInPoints returnstatement MethodInvocation_getHeight MethodDeclaration_getRowRecord ReferenceType_RowRecord returnstatement MethodDeclaration_findLastCell ReferenceType_HSSFCell MethodInvocation_getCell whilestatement blockstatement statementexpression MethodInvocation_getCell returnstatement MethodDeclaration_findFirstCell ReferenceType_HSSFCell MethodInvocation_getCell whilestatement MethodInvocation_getLastCellNum blockstatement statementexpression MethodInvocation_getCell ifstatement MethodInvocation_getLastCellNum returnstatement returnstatement MethodDeclaration_cellIterator ReferenceType_Iterator returnstatement MethodInvocation_values MethodInvocation_iterator MethodDeclaration_compareTo ReferenceType_Object ReferenceType_HSSFRow ReferenceType_HSSFRow ifstatement MethodInvocation_getRowNum MethodInvocation_getRowNum blockstatement returnstatement ifstatement MethodInvocation_getRowNum MethodInvocation_getRowNum blockstatement returnstatement ifstatement MethodInvocation_getRowNum MethodInvocation_getRowNum blockstatement returnstatement returnstatement MethodDeclaration_equals ReferenceType_Object ifstatement ReferenceType_HSSFRow blockstatement returnstatement ReferenceType_HSSFRow ReferenceType_HSSFRow ifstatement MethodInvocation_getRowNum MethodInvocation_getRowNum blockstatement returnstatement returnstatement ReferenceType_Comparable', 'bug': '1'}
{'sequence': 'TypeDeclaration_ObjectLinkRecord ClassDeclaration_ObjectLinkRecord statementexpression statementexpression MethodDeclaration_validateSid ifstatement blockstatement throwstatement ReferenceType_RecordFormatException MethodDeclaration_fillFields statementexpression MethodInvocation_getShort statementexpression MethodInvocation_getShort statementexpression MethodInvocation_getShort MethodDeclaration_toString ReferenceType_String ReferenceType_StringBuffer ReferenceType_StringBuffer statementexpression MethodInvocation_append statementexpression MethodInvocation_append MethodInvocation_append MethodInvocation_append MethodInvocation_toHex MethodInvocation_getAnchorId MethodInvocation_append MethodInvocation_append MethodInvocation_getAnchorId MethodInvocation_append statementexpression MethodInvocation_append MethodInvocation_getProperty statementexpression MethodInvocation_append MethodInvocation_append MethodInvocation_append MethodInvocation_toHex MethodInvocation_getLink1 MethodInvocation_append MethodInvocation_append MethodInvocation_getLink1 MethodInvocation_append statementexpression MethodInvocation_append MethodInvocation_getProperty statementexpression MethodInvocation_append MethodInvocation_append MethodInvocation_append MethodInvocation_toHex MethodInvocation_getLink2 MethodInvocation_append MethodInvocation_append MethodInvocation_getLink2 MethodInvocation_append statementexpression MethodInvocation_append MethodInvocation_getProperty statementexpression MethodInvocation_append returnstatement MethodInvocation_toString MethodDeclaration_serialize statementexpression MethodInvocation_putShort statementexpression MethodInvocation_putShort MethodInvocation_getRecordSize statementexpression MethodInvocation_putShort statementexpression MethodInvocation_putShort statementexpression MethodInvocation_putShort returnstatement MethodInvocation_getRecordSize MethodDeclaration_getRecordSize returnstatement MethodDeclaration_getSid returnstatement MethodDeclaration_clone ReferenceType_Object ReferenceType_ObjectLinkRecord ReferenceType_ObjectLinkRecord statementexpression statementexpression statementexpression returnstatement MethodDeclaration_getAnchorId returnstatement MethodDeclaration_setAnchorId statementexpression MethodDeclaration_getLink1 returnstatement MethodDeclaration_setLink1 statementexpression MethodDeclaration_getLink2 returnstatement MethodDeclaration_setLink2 statementexpression ReferenceType_Record', 'bug': '1'}
{'sequence': 'TypeDeclaration_NamePtg ClassDeclaration_NamePtg ReferenceType_String ReferenceType_Workbook MethodInvocation_getNumNames ReferenceType_NameRecord forstatement forcontrol blockstatement statementexpression MethodInvocation_getNameRecord ifstatement MethodInvocation_equals MethodInvocation_getNameText blockstatement statementexpression returnstatement statementexpression ReferenceType_NameRecord statementexpression MethodInvocation_setNameText statementexpression MethodInvocation_setNameTextLength MethodInvocation_length statementexpression MethodInvocation_addName statementexpression statementexpression statementexpression MethodInvocation_getShort statementexpression MethodInvocation_getShort MethodDeclaration_writeBytes statementexpression statementexpression MethodInvocation_putShort statementexpression MethodInvocation_putShort MethodDeclaration_getSize returnstatement MethodDeclaration_toFormulaString ReferenceType_String ReferenceType_Workbook ReferenceType_NameRecord MethodInvocation_getNameRecord returnstatement MethodInvocation_getNameText MethodDeclaration_getDefaultOperandClass returnstatement MethodDeclaration_clone ReferenceType_Object ReferenceType_NamePtg ReferenceType_NamePtg statementexpression statementexpression returnstatement ReferenceType_Ptg', 'bug': '1'}
{'sequence': 'TypeDeclaration_PasswordRev4Record ClassDeclaration_PasswordRev4Record statementexpression statementexpression MethodDeclaration_validateSid ifstatement blockstatement throwstatement ReferenceType_RecordFormatException MethodDeclaration_fillFields statementexpression MethodInvocation_getShort MethodDeclaration_setPassword statementexpression MethodDeclaration_getPassword returnstatement MethodDeclaration_toString ReferenceType_String ReferenceType_StringBuffer ReferenceType_StringBuffer statementexpression MethodInvocation_append statementexpression MethodInvocation_append MethodInvocation_append MethodInvocation_toHexString MethodInvocation_getPassword MethodInvocation_append statementexpression MethodInvocation_append returnstatement MethodInvocation_toString MethodDeclaration_serialize statementexpression MethodInvocation_putShort statementexpression MethodInvocation_putShort statementexpression MethodInvocation_putShort MethodInvocation_getPassword returnstatement MethodInvocation_getRecordSize MethodDeclaration_getRecordSize returnstatement MethodDeclaration_getSid returnstatement ReferenceType_Record', 'bug': '1'}
{'sequence': 'TypeDeclaration_EscherBoolProperty ClassDeclaration_EscherBoolProperty statementexpression MethodDeclaration_isTrue returnstatement MethodDeclaration_isFalse returnstatement ReferenceType_EscherSimpleProperty', 'bug': '0'}
{'sequence': 'TypeDeclaration_TextboxShape ClassDeclaration_TextboxShape ReferenceType_EscherContainerRecord ReferenceType_TextObjectRecord ReferenceType_ObjRecord ReferenceType_EscherTextboxRecord ReferenceType_HSSFTextbox statementexpression MethodInvocation_createSpContainer statementexpression MethodInvocation_createObjRecord statementexpression MethodInvocation_createTextObjectRecord MethodDeclaration_createObjRecord ReferenceType_ObjRecord ReferenceType_HSSFTextbox ReferenceType_HSSFShape ReferenceType_ObjRecord ReferenceType_ObjRecord ReferenceType_CommonObjectDataSubRecord ReferenceType_CommonObjectDataSubRecord statementexpression MethodInvocation_setObjectType ReferenceType_HSSFSimpleShape statementexpression MethodInvocation_setObjectId statementexpression MethodInvocation_setLocked statementexpression MethodInvocation_setPrintable statementexpression MethodInvocation_setAutofill statementexpression MethodInvocation_setAutoline ReferenceType_EndSubRecord ReferenceType_EndSubRecord statementexpression MethodInvocation_addSubRecord statementexpression MethodInvocation_addSubRecord returnstatement MethodDeclaration_createSpContainer ReferenceType_EscherContainerRecord ReferenceType_HSSFTextbox ReferenceType_HSSFTextbox ReferenceType_EscherContainerRecord ReferenceType_EscherContainerRecord ReferenceType_EscherSpRecord ReferenceType_EscherSpRecord ReferenceType_EscherOptRecord ReferenceType_EscherOptRecord ReferenceType_EscherRecord ReferenceType_EscherClientAnchorRecord ReferenceType_EscherClientDataRecord ReferenceType_EscherClientDataRecord statementexpression ReferenceType_EscherTextboxRecord statementexpression MethodInvocation_setRecordId statementexpression MethodInvocation_setOptions statementexpression MethodInvocation_setRecordId statementexpression MethodInvocation_setOptions statementexpression MethodInvocation_setShapeId statementexpression MethodInvocation_setFlags statementexpression MethodInvocation_setRecordId statementexpression MethodInvocation_addEscherProperty ReferenceType_EscherSimpleProperty statementexpression MethodInvocation_addEscherProperty ReferenceType_EscherSimpleProperty MethodInvocation_getMarginLeft statementexpression MethodInvocation_addEscherProperty ReferenceType_EscherSimpleProperty MethodInvocation_getMarginRight statementexpression MethodInvocation_addEscherProperty ReferenceType_EscherSimpleProperty MethodInvocation_getMarginBottom statementexpression MethodInvocation_addEscherProperty ReferenceType_EscherSimpleProperty MethodInvocation_getMarginTop statementexpression MethodInvocation_addStandardOptions ReferenceType_HSSFAnchor MethodInvocation_getAnchor statementexpression MethodInvocation_createAnchor statementexpression MethodInvocation_setRecordId statementexpression MethodInvocation_setOptions statementexpression MethodInvocation_setRecordId statementexpression MethodInvocation_setOptions statementexpression MethodInvocation_addChildRecord statementexpression MethodInvocation_addChildRecord statementexpression MethodInvocation_addChildRecord statementexpression MethodInvocation_addChildRecord statementexpression MethodInvocation_addChildRecord returnstatement MethodDeclaration_createTextObjectRecord ReferenceType_TextObjectRecord ReferenceType_HSSFTextbox ReferenceType_HSSFTextbox ReferenceType_TextObjectRecord ReferenceType_TextObjectRecord statementexpression MethodInvocation_setHorizontalTextAlignment statementexpression MethodInvocation_setVerticalTextAlignment statementexpression MethodInvocation_setTextLocked statementexpression MethodInvocation_setTextOrientation MethodInvocation_getString MethodInvocation_numFormattingRuns statementexpression MethodInvocation_setFormattingRunLength statementexpression MethodInvocation_setTextLength MethodInvocation_getString MethodInvocation_length statementexpression MethodInvocation_setStr MethodInvocation_getString statementexpression MethodInvocation_setReserved7 returnstatement MethodDeclaration_getSpContainer ReferenceType_EscherContainerRecord returnstatement MethodDeclaration_getObjRecord ReferenceType_ObjRecord returnstatement MethodDeclaration_getTextObjectRecord ReferenceType_TextObjectRecord returnstatement MethodDeclaration_getEscherTextbox ReferenceType_EscherRecord returnstatement ReferenceType_AbstractShape', 'bug': '0'}
{'sequence': 'TypeDeclaration_HSSFPatriarch ClassDeclaration_HSSFPatriarch ReferenceType_List ReferenceType_ArrayList ReferenceType_HSSFSheet ReferenceType_HSSFSheet statementexpression MethodDeclaration_createGroup ReferenceType_HSSFShapeGroup ReferenceType_HSSFClientAnchor ReferenceType_HSSFShapeGroup ReferenceType_HSSFShapeGroup statementexpression statementexpression MethodInvocation_add returnstatement MethodDeclaration_createSimpleShape ReferenceType_HSSFSimpleShape ReferenceType_HSSFClientAnchor ReferenceType_HSSFSimpleShape ReferenceType_HSSFSimpleShape statementexpression statementexpression MethodInvocation_add returnstatement MethodDeclaration_createPolygon ReferenceType_HSSFPolygon ReferenceType_HSSFClientAnchor ReferenceType_HSSFPolygon ReferenceType_HSSFPolygon statementexpression statementexpression MethodInvocation_add returnstatement MethodDeclaration_createTextbox ReferenceType_HSSFTextbox ReferenceType_HSSFClientAnchor ReferenceType_HSSFTextbox ReferenceType_HSSFTextbox statementexpression statementexpression MethodInvocation_add returnstatement MethodDeclaration_getChildren ReferenceType_List returnstatement MethodDeclaration_countOfAllChildren MethodInvocation_size forstatement forcontrol ReferenceType_Iterator MethodInvocation_iterator MethodInvocation_hasNext blockstatement ReferenceType_HSSFShape ReferenceType_HSSFShape MethodInvocation_next statementexpression MethodInvocation_countOfAllChildren returnstatement MethodDeclaration_setCoordinates statementexpression statementexpression statementexpression statementexpression MethodDeclaration_getX1 returnstatement MethodDeclaration_getY1 returnstatement MethodDeclaration_getX2 returnstatement MethodDeclaration_getY2 returnstatement ReferenceType_HSSFShapeContainer', 'bug': '1'}
{'sequence': 'TypeDeclaration_DirectoryProperty ClassDeclaration_DirectoryProperty ReferenceType_List ReferenceType_Set ReferenceType_String statementexpression statementexpression ReferenceType_ArrayList statementexpression ReferenceType_HashSet statementexpression MethodInvocation_setName statementexpression MethodInvocation_setSize statementexpression MethodInvocation_setPropertyType statementexpression MethodInvocation_setStartBlock statementexpression MethodInvocation_setNodeColor statementexpression statementexpression ReferenceType_ArrayList statementexpression ReferenceType_HashSet MethodDeclaration_changeName ReferenceType_Property ReferenceType_String ReferenceType_String MethodInvocation_getName statementexpression MethodInvocation_setName ReferenceType_String MethodInvocation_getName ifstatement MethodInvocation_contains blockstatement statementexpression MethodInvocation_setName statementexpression blockstatement statementexpression MethodInvocation_add statementexpression MethodInvocation_remove statementexpression returnstatement MethodDeclaration_deleteChild ReferenceType_Property MethodInvocation_remove ifstatement blockstatement statementexpression MethodInvocation_remove MethodInvocation_getName returnstatement TypeDeclaration_PropertyComparator ClassDeclaration_PropertyComparator MethodDeclaration_equals ReferenceType_Object returnstatement MethodDeclaration_compare ReferenceType_Object ReferenceType_Object ReferenceType_String ReferenceType_Property ReferenceType_String ReferenceType_Property MethodInvocation_length MethodInvocation_length ifstatement blockstatement statementexpression MethodInvocation_compareTo returnstatement ReferenceType_Comparator MethodDeclaration_isDirectory returnstatement MethodDeclaration_preWrite ifstatement MethodInvocation_size blockstatement ReferenceType_Property ReferenceType_Property MethodInvocation_toArray ReferenceType_Property statementexpression MethodInvocation_sort ReferenceType_PropertyComparator statementexpression MethodInvocation_setChildProperty MethodInvocation_getIndex statementexpression MethodInvocation_setPreviousChild statementexpression MethodInvocation_setNextChild forstatement forcontrol blockstatement statementexpression MethodInvocation_setPreviousChild statementexpression MethodInvocation_setNextChild ifstatement blockstatement statementexpression MethodInvocation_setPreviousChild ifstatement blockstatement statementexpression MethodInvocation_setNextChild forstatement forcontrol blockstatement statementexpression MethodInvocation_setPreviousChild statementexpression MethodInvocation_setNextChild statementexpression MethodInvocation_setPreviousChild statementexpression MethodInvocation_setNextChild blockstatement statementexpression MethodInvocation_setNextChild MethodDeclaration_getChildren ReferenceType_Iterator returnstatement MethodInvocation_iterator MethodDeclaration_addChild ReferenceType_Property ReferenceType_String MethodInvocation_getName ifstatement MethodInvocation_contains blockstatement throwstatement ReferenceType_IOException statementexpression MethodInvocation_add statementexpression MethodInvocation_add ReferenceType_Property ReferenceType_Parent', 'bug': '1'}
{'sequence': 'TypeDeclaration_HSSFHeader ClassDeclaration_HSSFHeader ReferenceType_HeaderRecord ReferenceType_String ReferenceType_String ReferenceType_String ReferenceType_HeaderRecord statementexpression ReferenceType_String MethodInvocation_getHeader whilestatement MethodInvocation_length blockstatement MethodInvocation_length switchstatement MethodInvocation_substring MethodInvocation_charAt switchstatementcase ifstatement MethodInvocation_indexOf blockstatement statementexpression MethodInvocation_min MethodInvocation_indexOf ifstatement MethodInvocation_indexOf blockstatement statementexpression MethodInvocation_min MethodInvocation_indexOf statementexpression MethodInvocation_substring statementexpression MethodInvocation_substring breakstatement switchstatementcase ifstatement MethodInvocation_indexOf blockstatement statementexpression MethodInvocation_min MethodInvocation_indexOf ifstatement MethodInvocation_indexOf blockstatement statementexpression MethodInvocation_min MethodInvocation_indexOf statementexpression MethodInvocation_substring statementexpression MethodInvocation_substring breakstatement switchstatementcase ifstatement MethodInvocation_indexOf blockstatement statementexpression MethodInvocation_min MethodInvocation_indexOf ifstatement MethodInvocation_indexOf blockstatement statementexpression MethodInvocation_min MethodInvocation_indexOf statementexpression MethodInvocation_substring statementexpression MethodInvocation_substring breakstatement switchstatementcase statementexpression MethodDeclaration_getLeft ReferenceType_String returnstatement MethodDeclaration_setLeft ReferenceType_String statementexpression statementexpression MethodInvocation_createHeaderString MethodDeclaration_getCenter ReferenceType_String returnstatement MethodDeclaration_setCenter ReferenceType_String statementexpression statementexpression MethodInvocation_createHeaderString MethodDeclaration_getRight ReferenceType_String returnstatement MethodDeclaration_setRight ReferenceType_String statementexpression statementexpression MethodInvocation_createHeaderString MethodDeclaration_createHeaderString statementexpression MethodInvocation_setHeader statementexpression MethodInvocation_setHeaderLength MethodInvocation_getHeader MethodInvocation_length MethodDeclaration_fontSize ReferenceType_String returnstatement MethodDeclaration_font ReferenceType_String ReferenceType_String ReferenceType_String returnstatement MethodDeclaration_page ReferenceType_String returnstatement MethodDeclaration_numPages ReferenceType_String returnstatement MethodDeclaration_date ReferenceType_String returnstatement MethodDeclaration_time ReferenceType_String returnstatement MethodDeclaration_file ReferenceType_String returnstatement MethodDeclaration_tab ReferenceType_String returnstatement ReferenceType_Object', 'bug': '1'}
